435818455,1524302714348,"b'L'",0,+,../../pads/raw/1
250,1524302714598,"b'e'",0,+,../../pads/raw/1
250,1524302714848,"b'a'",0,+,../../pads/raw/1
249,1524302715097,"b'r'",0,+,../../pads/raw/1
250,1524302715347,"b'n'",0,+,../../pads/raw/1
250,1524302715597,"b'i'",0,+,../../pads/raw/1
251,1524302715848,"b'n'",0,+,../../pads/raw/1
166,1524302716014,"b'g'",0,+,../../pads/raw/1
167,1524302716181," ",0,+,../../pads/raw/1
167,1524302716348,"b'J'",0,+,../../pads/raw/1
250,1524302716598,"b'o'",0,+,../../pads/raw/1
250,1524302716848,"b'u'",0,+,../../pads/raw/1
250,1524302717098,"b'r'",0,+,../../pads/raw/1
251,1524302717349,"b'n'",0,+,../../pads/raw/1
166,1524302717515,"b'a'",0,+,../../pads/raw/1
166,1524302717681,"b'l'",0,+,../../pads/raw/1
167,1524302717848," ",0,+,../../pads/raw/1
500,1524302718348,"b'1'",0,+,../../pads/raw/1
502,1524302718850,"\n",0,+,../../pads/raw/1
15674,1524302734524,"b'T'",0,+,../../pads/raw/1
166,1524302734690,"b'h'",0,+,../../pads/raw/1
167,1524302734857,"b'e'",0,+,../../pads/raw/1
167,1524302735024," ",0,+,../../pads/raw/1
125,1524302735149,"b'm'",0,+,../../pads/raw/1
126,1524302735275,"b'a'",0,+,../../pads/raw/1
126,1524302735401,"b'i'",0,+,../../pads/raw/1
126,1524302735527,"b'n'",0,+,../../pads/raw/1
166,1524302735693," ",0,+,../../pads/raw/1
166,1524302735859,"b't'",0,+,../../pads/raw/1
167,1524302736026,"b'o'",0,+,../../pads/raw/1
249,1524302736275,"b'p'",0,+,../../pads/raw/1
250,1524302736525,"b'i'",0,+,../../pads/raw/1
501,1524302737026,"b'c'",0,+,../../pads/raw/1
499,1524302737525," ",0,+,../../pads/raw/1
500,1524302738025,"b'o'",0,+,../../pads/raw/1
250,1524302738275,"b'f'",0,+,../../pads/raw/1
251,1524302738526," ",0,+,../../pads/raw/1
482,1524302739008,"b't'",0,+,../../pads/raw/1
483,1524302739491,"b'h'",0,+,../../pads/raw/1
222,1524302739713,"b'e'",0,+,../../pads/raw/1
223,1524302739936," ",0,+,../../pads/raw/1
166,1524302740102,"b'C'",0,+,../../pads/raw/1
166,1524302740268,"b'o'",0,+,../../pads/raw/1
167,1524302740435,"b'r'",0,+,../../pads/raw/1
250,1524302740685,"b'p'",0,+,../../pads/raw/1
250,1524302740935,"b's'",0,+,../../pads/raw/1
500,1524302741435,"",0,-,../../pads/raw/1
500,1524302741435,"",0,-,../../pads/raw/1
500,1524302741435,"",0,-,../../pads/raw/1
500,1524302741435,"",0,-,../../pads/raw/1
500,1524302741435,"",0,-,../../pads/raw/1
500,1524302741435,"",0,-,../../pads/raw/1
500,1524302741435,"",0,-,../../pads/raw/1
500,1524302741435,"",0,-,../../pads/raw/1
500,1524302741435,"",0,-,../../pads/raw/1
500,1524302741435,"",0,-,../../pads/raw/1
500,1524302741435,"",0,-,../../pads/raw/1
