id,hash,k_count,n_SKolmogorov,n_MKolmogorov,M.MeanSyllablesPerWord,S.DependentC,L.Density,n_NDW_value,text_len_mean,text_len_std,t_mean_10000,t_std_10000,log_t_mean,log_t_std,p_510_no/len,p_1000_no/len,p_2000_no/len,p_5000_no/len,p_10000_no/len,del/len_mean,del/len_std,revision_t/len_filter_10000_mean,separator_t/t_filter_10000_mean,word_t/t_filter_10000_mean,jumps/s,chunks/s,latency/s,fluency/s,kmeans_label
15,1dd6c,58213.0,0.0368849053711567,0.06493165261248418,1.5378999559657038,1.0649819494574009,0.50889222703213,0.4482710656500674,159.11841155234654,63.59274512277561,505.69218215862435,1240.8210255777085,5.587576157076472,0.9230143718003788,0.1876742642177473,0.08718743084753264,0.050033193184332816,0.023677804824076124,0.012768311573356938,0.1143048622203261,0.07684472458169535,202.33781810134982,0.3166685177896264,0.5441669055185903,2.76173285198556,2.036101083032491,0.19748552820606607,-0.018467728129216883,1.0
16,1f1e3,64976.0,0.011762545643333492,-0.07120680719743762,1.6320350243054795,0.8410958904106851,0.5376788960947946,-0.01680745968914123,121.66739726027402,53.70649944366929,468.5697642206353,1255.7127479484136,5.550478480204612,0.8953597288372162,0.1960330289658788,0.0638079426798899,0.04163572021495041,0.026191620429027042,0.017715933417798944,0.18069730893451905,0.11377785388996225,236.6910306260649,0.26816954716249075,0.5865878785507916,2.7260273972602738,1.9616438356164383,0.2855347688998825,-0.011824667128352815,2.0
17,1fe5a,18066.0,-0.06927061037992696,-0.1519884563259312,1.4992134883202022,0.8484848484848485,0.4920493485171717,0.3004592561061406,109.02525252525251,42.373748475731524,497.4662349164176,1203.8042550232615,5.659835457924192,0.9014599452497132,0.2548805956596749,0.08980296013801871,0.050122582402615086,0.02851175883047308,0.01734313992554254,0.2835926472484636,0.2097543440260428,360.9157359484246,0.30812616756940137,0.5649278622238925,1.6868686868686869,1.6565656565656566,0.2125010450042804,-0.04107232863924158,2.0
18,249aa,27019.0,-0.040154789571146585,0.017409803032801117,1.6473441744361808,0.5276381909547738,0.5369460269050251,-0.13595370253391442,100.24623115577887,36.04996775474304,822.8639475924349,1935.0919671635654,5.906510639808447,1.1769921098782758,0.2298805560994713,0.13594086547875464,0.09545721558644996,0.06216957117681614,0.04165850793029177,0.12030340581510765,0.09815324884524146,371.8285196788722,0.2463750008829007,0.5754878637596844,3.743718592964824,2.3115577889447234,0.8764707876566569,-0.0048543044121618925,3.0
19,27378,104456.0,-0.07041170066924819,-0.06024071009338833,1.6366485049283703,0.5593561368203219,0.5385867626476861,-0.11811909993885915,123.36217303822944,54.271138457396795,661.5246419545073,1508.1377475147488,5.837358102503887,0.9641626428825506,0.3867407752485904,0.14317842283658094,0.0904885062087356,0.049396796838605005,0.02576665435093412,0.282174906278095,0.2329971253869962,513.427639716631,0.2517915215176902,0.5678305383165422,4.599597585513078,2.818913480885312,0.39463712642354826,0.001801747533432037,3.0
20,28517,46574.0,-0.008372571359043839,0.03804940380676405,1.6062487705683168,0.9174917491749176,0.5043207429778879,0.04454616481846831,128.91617161716172,61.84402059462336,528.4113239146303,1443.1520619768426,5.512199888419029,0.9766036862714236,0.15623586186095612,0.07449856733524356,0.04964057708741768,0.029809480721861962,0.017820338812647666,0.057872379239961164,0.0609938039532595,119.45061076760668,0.3607943468663849,0.4721642366760293,2.273927392739274,1.831683168316832,0.2533918687636387,-0.021287356486317983,0.0
21,2857a,38284.0,0.19912021367751306,0.17574791922866498,1.5842510024626315,1.1631578947373684,0.5118502022152632,0.3748237957488553,159.74999999999997,78.07417955526337,561.082776094452,1238.0738996422872,5.782961296885714,0.8681205843590467,0.22463013785054106,0.08848301315415917,0.05217501025204252,0.02309075423488218,0.011040661177880823,0.08902156527894366,0.08225639430284183,154.03391060218917,0.3349599568178691,0.5413076337804184,1.868421052631579,1.4578947368421054,0.1409572030760878,-0.02525165417374528,1.0
22,2c6f4,29273.0,-0.08277035788976604,-0.0909697710303086,1.6049342532309414,0.6636771300448431,0.5198616109928252,0.0067784349154691005,89.75515695067267,33.73718719547678,452.2958357530831,1142.7457500888838,5.5497705531638815,0.813859977979442,0.1397204623494704,0.06417758862504233,0.04381680127678096,0.023310925182570004,0.011026744692170043,0.18905386888484046,0.1265290508808694,178.47946994244813,0.2471168228994066,0.6771859014054886,0.6188340807174888,1.358744394618834,-0.2832627260341767,-0.03491527292530243,1.0
23,30f8c,29310.0,-0.07468865879080452,-0.1777882691420953,1.6404444713830066,1.1111111111111112,0.5191112496784315,-0.024423358674539444,147.518954248366,60.69776913401822,509.7564653701808,1323.6628291960303,5.586834011778505,0.917933194090725,0.13249956270771385,0.07237187336015392,0.04985132062270421,0.02724330942802169,0.016354731502536298,0.12365033691779548,0.09794435851711528,185.11321497288787,0.288598804993882,0.5299961638470463,2.281045751633987,1.5882352941176472,0.2849512595809172,-0.013643269546372431,1.0
24,323ea,48452.0,-0.05171926401013866,-0.1375434070851159,1.5688275614550489,0.9022801302934852,0.505941732470684,0.23547598061964334,117.62019543973943,55.22408524196077,597.1626764633039,1465.113465206871,5.720078215989826,0.99297796167967,0.18693191095629447,0.0975344255157024,0.06234692211397159,0.03447994339519948,0.02109073096391444,0.1308279907745956,0.11192557012275828,236.8584607848473,0.2628061896919727,0.594409993391408,2.2996742671009773,1.6482084690553749,0.2856009407159232,-0.03894278909570456,1.0
25,33350,73455.0,-0.04859703312327252,-0.03720990735062947,1.6712474193641125,0.5514018691586916,0.5569147948876636,-0.25516350392895554,112.64822429906548,49.605913546935064,557.6252263290451,1280.1258372835816,5.799175033480518,0.8514270403343299,0.18211792710779426,0.07601248110142503,0.04509923762344388,0.023241226236047224,0.013783896805738731,0.07784327359174112,0.07752541609215616,133.21024865699488,0.270680083953729,0.6341731088516851,1.1514018691588783,1.4149532710280377,-0.0659500765280295,-0.01601802460483429,1.0
26,3525c,41553.0,0.07411183657657831,0.06277020268440589,1.5827063487224264,0.625,0.5168722530834559,0.16226471571301038,112.33308823529416,52.88069012610922,626.4803263302289,1528.7610935919242,5.740899460661832,1.0218269527813721,0.2384682332463011,0.11343196982883667,0.07097959578377333,0.03752054926989653,0.023724333558972376,0.146715437339993,0.13139728890054966,264.44418657125357,0.22594396283839424,0.6121423207771279,1.9889705882352944,1.6654411764705883,0.51011227007863,-0.02247143464668516,1.0
27,37170,77145.0,-0.18713499920301574,-0.14714438870699229,1.6111382946178885,1.087976539589736,0.5374350418621701,0.07225336699607346,145.34310850439888,60.792289959698635,512.7997407479422,1350.3887357821068,5.5629998553191635,0.9484305121609172,0.21047587380444774,0.0807009994719033,0.05623251902126078,0.033778629686858214,0.0197938466954838,0.2315373974743265,0.16005570405202682,299.1469869149373,0.2492387017915219,0.5956280437383902,1.7947214076246334,2.5806451612903225,0.4062959200073699,0.0057139574517304685,2.0
28,37ffb,43021.0,-0.0083594624453741,-0.1737865373525633,1.569135091515333,0.6866666666666666,0.5041091215793333,0.2477500659317949,106.39249999999996,43.433273338070336,431.9851932777016,1199.6112228923487,5.411973289881664,0.8927372744207632,0.11699155699031535,0.06369505835609635,0.04084926744474795,0.0232493171095108,0.013223243109014154,0.15159080039613634,0.09405759924263474,192.488763347405,0.2290291570423488,0.6586026863636557,1.67,1.7566666666666666,-0.0824830827430893,-0.011095647333168408,1.0
29,3d5a7,83575.0,-0.13143927207219466,-0.20852978655379198,1.6003697453446335,0.7155025553660989,0.5179145093376492,-0.04286250780581771,106.80579216354342,49.143676665006254,355.53364044271615,1070.4151369021326,5.2287024135402,0.8386746386607145,0.0939317201275558,0.05035015319202151,0.03273307071843932,0.017882823735384232,0.009894954042393548,0.11510712565754765,0.1095304918963382,144.49470080660288,0.2583593876724727,0.6404513749716234,1.4650766609880748,1.8466780238500853,-0.3481329006453244,-0.026342301344788883,0.0
30,42b31,69099.0,0.1675737389848311,0.2376726793361189,1.5341445044522184,0.8327645051191127,0.5101185949566553,0.2819828858843106,139.5938566552901,59.941028923696614,457.5227137874643,1083.9679357623233,5.5464845721417415,0.901283097893222,0.25446247222155843,0.09627470190446606,0.05429042509976344,0.02284403450500609,0.01125474921742455,0.2698109172537816,0.20322329008589968,333.95225692370184,0.2746341233631533,0.5847098209170596,3.6382252559726966,3.10580204778157,0.08870882263098083,-0.017413237412029218,2.0
