,file_id,user_id,avg_burst_len_550,mean_p_550,med_p_550,avg_burst_len_1000,mean_p_1000,med_p_1000,avg_burst_len_2000,mean_p_2000,med_p_2000
0,0.0,0.0,3.67578125,4637.86328125,1498.0,5.441176470588236,6503.070588235294,2885.5,8.069565217391304,8322.452173913043,4608.0
1,1.0,0.0,3.20873786407767,4839.009708737865,1008.5,5.858490566037736,9473.018867924528,2825.5,8.833333333333334,13414.569444444443,4093.5
2,2.0,0.0,5.252631578947368,4115.792105263158,1388.0,4.691056910569106,6022.085365853658,2483.0,7.608108108108107,9393.081081081082,3965.5
3,3.0,0.0,3.4012738853503186,4768.490445859873,1237.0,5.418367346938775,7189.561224489797,2726.5,8.269841269841269,10006.063492063493,4190.0
4,4.0,0.0,2.7652439024390243,4286.804878048782,1282.5,4.4384236453201975,6739.334975369458,2929.0,6.611940298507463,9602.73880597015,4217.5
5,5.0,0.0,3.552941176470588,4591.035294117647,1546.5,5.0,6620.572727272727,3022.0,7.464788732394366,8976.957746478873,4476.0
6,6.0,0.0,5.53416149068323,4572.3975155279495,1335.0,8.442307692307693,6839.5576923076915,2864.0,12.460317460317462,9868.936507936507,5888.0
7,7.0,0.0,3.4747474747474754,4865.914141414141,1342.0,5.263999999999999,7221.1359999999995,2589.0,7.916666666666668,9783.25,5136.0
8,8.0,0.0,5.516483516483516,7146.791208791208,1490.5,8.05691056910569,11539.219512195124,2726.0,12.135135135135135,18113.97297297297,4332.5
9,9.0,0.0,3.4184782608695654,4256.75,1644.0,4.6434108527131785,5768.209302325581,2659.0,7.297619047619047,8398.535714285714,4479.0
