file_id,burst_freq_550,across_burst_freq_550,burst_freq_1000,across_burst_freq_1000,burst_freq_2000,across_burst_freq_2000,burst_freq_tmed,across_burst_freq_tmed
0.0,0.0058298589316783285,0.011334378141981663,0.005976024109452595,0.013800205768728644,0.008206689492629378,0.003014727086219869,0.005920354154826388,0.012740832321824744
1.0,0.008859995278434687,0.007296839387450233,0.00709905748225795,0.008945034924159184,0.009231522209633134,0.001584560513182923,0.0071623737424460375,0.008467625615204376
2.0,0.0071735573765963016,0.009188826937432773,0.007332371558280731,0.010962564565932968,0.006739380217277868,0.013242798207232223,0.00724097295756202,0.010313139774955763
3.0,0.0066740585175459576,0.00918574697068475,0.006534571302500762,0.011289809170031927,0.006280441714950167,0.008180207685695069,0.006534571302500762,0.011289809170031927
4.0,0.0075963128554086675,0.006145383966683275,0.006436845737442304,0.004941254646025251,0.007667242956084108,0.003819495214419577,0.006305264492600896,0.005313266727850406
5.0,0.014257507518567645,0.0056580996918631,0.013990727002383215,0.0016949034335168205,0.012542936484135323,0.0010202360586384573,0.013151504780566248,0.0048594336227487725
6.0,0.01371833253758152,0.0233189150353882,0.017217242090549013,0.015923427331774046,0.01399980899227433,0.023065009567502102,0.017092833229887895,0.01571886189751216
7.0,0.010155895126141132,0.012891923457211936,0.009251879207724405,0.014223770384606038,0.013877324047535484,0.008786849550473713,0.01020859067469572,0.013588933488546194
8.0,0.012148189605648205,0.00392047447278545,0.01181687680891944,0.0027429522900730523,0.008193792132076516,0.003336630065395661,0.011632055978343596,0.0026028571062908573
9.0,0.019493693466713792,0.009575272315143369,0.0150855972015863,0.016313187641465315,0.01551125065024322,0.01164737521088135,0.015589378680735585,0.013952573395426495
10.0,0.010416341165683518,0.007082781560516061,0.006400580976562335,0.01436564483018496,0.0024535280884251183,0.028589434128566394,0.002563493222205376,0.017871117370008932
11.0,0.013507337540230115,0.0007251867047359852,0.00857554252657495,0.0008433112401881467,0.006802118260345676,0.001151987986368643,0.006802118260345676,0.001151987986368643
12.0,0.01883796011411786,0.009910062244297177,0.014281181503191498,0.011118807672074855,0.013765584191625076,0.010427406642411673,0.014101303632793253,0.009626501201345715
13.0,0.015580010942518275,0.008014702496444566,0.013194214664583523,0.007832075440536863,0.014733710189062197,0.005795498631815455,0.014177745482144618,0.0076838621463921454
14.0,0.02600869373477877,0.0046680240055191535,0.011397390320133809,0.004020470791844952,0.010791524709848016,0.00450635426491931,0.010086416314835695,0.004119385892342268
15.0,0.018092179345108747,0.007373535685959022,0.013030897517635141,0.005916847561073915,0.013579216333710255,0.004932243179312428,0.013240457884237156,0.008027815784576082
16.0,0.010559322424767488,0.01304673558996414,0.009029633038798605,0.01395587720253071,0.010984225932919991,0.02007635671294818,0.011091055275686674,0.01990265342190395
17.0,0.00031576466264849067,0.00580068025611777,0.00335962174603841,0.002309577166811464,0.0034735351567031125,6.658173237578624e-05,0.0034735351567031125,6.658173237578624e-05
18.0,0.0095217969484806,0.007508710626968842,0.014554397101933344,0.007737511205653194,0.010309359921375535,0.00269765038191837,0.009524065444437664,0.0032791327253724307
19.0,0.028382020606539195,0.010551449655867264,0.02222233788527146,0.007242332682727399,0.013360920518422505,0.006579731383234268,0.01292398303381042,0.005146941155381914
20.0,0.027286527378319467,0.009543884056397852,0.02531083144703987,0.0068604796853531606,0.01492522378746497,0.0041335716382763146,0.013723990707518459,0.004886893093219632
21.0,0.015936065050503722,0.013952410164578492,0.01333774004652558,0.01927517761043199,0.011012636471614264,0.012984281893326564,0.014669432752110122,0.017631401233003018
22.0,0.011072461811417142,0.013121351339621796,0.012105400664629515,0.013793422709055337,0.010188551451852693,0.002616351427389944,0.011344500695719585,0.014461527989325134
23.0,0.015805074815278906,0.009392710020566526,0.012942091768811555,0.0039708372365143685,0.00947525067001145,0.004840338074524672,0.013762471462551057,0.00496851776382431
24.0,0.012472875643521696,0.011895325216431728,0.015557023569718643,0.004479724773983181,0.014410715024414822,0.006326514003331786,0.017056837735604746,0.004268182363842792
25.0,0.011355235791723305,0.007056594322536066,0.011577777233526812,0.007920109894504968,0.013101600392554376,0.009920029754439052,0.01154428448645206,0.007078056742557301
26.0,0.018727526447081283,0.013907900880269594,0.01881266842517136,0.013733578828797196,0.015569940416980219,0.015930578937474224,0.017863396642984843,0.012456976771769823
27.0,0.014334259697936504,0.019898019984459257,0.014445690531659538,0.017557606876372634,0.018193536283935118,0.0013967876399196785,0.015940118924375468,0.016824451495037564
28.0,0.012000542628771772,0.009717498271121014,0.01132324914398126,0.004915639395680243,0.012325206439445879,0.000980565448585528,0.011471151522502795,0.004977960857456385
29.0,0.03589302502860224,0.013201331781082857,0.0322134806801302,0.02124921235774149,0.03272222168005008,0.027229259725003133,0.03103340291680424,0.021233869485904656
30.0,0.013154833637908935,0.00672134214997307,0.010454439090043023,0.008126011016964797,0.007727113333071757,0.012229112388649564,0.010674974874460398,0.008062281975438375
31.0,0.020814057607378242,0.004798794320454474,0.018508689191376132,0.0031065121723652445,0.018294032118115262,0.003730689194678185,0.017739669086880787,0.004593268624279887
32.0,0.01377828733912779,0.0054058879254744755,0.013936536099643784,0.006097010594895432,0.011682071944724296,0.007204069441859591,0.013637808922731892,0.005515235684964013
33.0,0.010780660377633644,0.009561370250497487,0.012783223067516948,0.00875675770568787,0.010526321667638169,0.002686091716672159,0.01195760977802703,0.010794249314891216
34.0,0.020205607704691684,0.0054144809341709465,0.017543452975045188,0.006075891953760335,0.00883502924713319,0.008668565420645325,0.018190292409578687,0.005116540592640282
35.0,0.011830242541153623,0.004987676836126371,0.008074921364403014,0.005319841100452965,0.008609689870926428,0.007090895245859034,0.009093845255744607,0.005109811135237582
36.0,0.012172982807741234,0.00704044746024556,0.010466725691357958,0.003474477817814203,0.013859674931991837,0.0010541404714442932,0.011213273495521436,0.0035693623846541345
37.0,0.007108090448737861,0.019772247876837068,0.007332280798215545,0.019818478921796008,0.01390924607735946,0.011890055120686905,0.007362381318913169,0.019289564005258664
38.0,0.02641008486348539,0.02286866481927264,0.020864604678755942,0.02642177590109427,0.02028275980329253,0.026591414780523383,0.020864604678755942,0.02642177590109427
39.0,0.006640582684792288,0.002475580850891189,0.008040491150170756,0.0027409447281198764,0.006904766459852783,0.003572878898059644,0.007428540607471305,0.002257265594720657
40.0,0.07844252100993655,0.01642463951392676,0.042275448516687984,0.021946114560190032,0.01876566712177826,0.0644323856710643,0.042275448516687984,0.021946114560190032
41.0,0.01690664146264909,0.0127225400049168,0.01776248380765824,0.011935919024614048,0.0159163718568759,0.01390224035995204,0.016762621053953937,0.011537474495200423
42.0,0.014652278793360313,0.006653462408670048,0.010930439602269536,0.007221576828473824,0.011367344042901715,0.009667973931195234,0.010930439602269536,0.007221576828473824
43.0,0.013437698430491474,0.009759645847670305,0.013932738145927713,0.009931818270953524,0.0130404997017581,0.010259612272642944,0.013693185930826027,0.009647590494595584
44.0,0.016246974610527973,0.017178133073585122,0.019244978385979758,0.0078037832131587544,0.01973094991101895,0.009348980109044036,0.023646569473008458,0.007592672526661133
