file_id,burst_freq_550,across_burst_freq_550,burst_freq_1000,across_burst_freq_1000,burst_freq_2000,across_burst_freq_2000,burst_freq_tmed,across_burst_freq_tmed
0.0,0.001447465119338989,0.0012816013494557983,0.002128097675497269,0.0009441469913733342,0.002896392770343416,0.0011037139816112377,0.002044673026056806,0.0010573669666830343
1.0,0.00392324293752568,0.0008330849650661204,0.003705327540843201,0.0006978646587318567,0.004463906691766101,0.0008602703637391857,0.003573386301315959,0.0006974948964150095
2.0,0.0019289122617769106,0.0009127210823913676,0.0020633982571233306,0.0005244819589309424,0.0020281205955203136,0.0003452545601012044,0.0020106079575674444,0.0005305069425089701
3.0,0.0010483348979105085,0.00030270070031943497,0.0012069616337545331,0.00014714194096657193,0.0015534351211339461,0.00016468071365967164,0.0012069616337545331,0.00014714194096657193
4.0,0.0019302518932568038,0.0011855243009057824,0.002436886193058788,0.0012156017206858846,0.002750063933279778,0.001209553275117599,0.002529468258776849,0.0011381016573301216
5.0,0.00480319145048116,0.0005351041263143278,0.004158444536417727,0.0003396908041895517,0.004653913414397923,0.00013904637956122325,0.0041607320434553135,0.00034958703283819565
6.0,0.00192821492007692,0.0005503669103466375,0.002097718552641768,0.00036550201763662667,0.0023759481149520693,0.00039682016240234937,0.0025197605852455307,0.00035601920672108725
7.0,0.00351533969934624,0.002482180298658094,0.003913351575767633,0.001195944592458871,0.004444968384752191,0.001209470641213194,0.0038836690487033345,0.0018245733396196528
8.0,0.0019348339431025066,0.000394774617779368,0.001909122736859978,0.0003374386730625142,0.002085559089950414,0.000284727924659019,0.0019445912175285113,0.0003439576203728977
9.0,0.0025078666458685965,0.0009058709823191047,0.00218863250847012,0.0008162903467511745,0.002758104298035619,0.0005848559307781231,0.002713379991439078,0.0008624912850897732
10.0,0.00026199456931925595,0.0005747761749679213,0.000547105274863039,7.830974996402331e-05,0.00012319863382821738,7.792493506480576e-05,0.0002579738519199539,5.566066790343268e-05
12.0,0.001974033829946976,0.0043604458159296755,0.0006472492994174777,0.00017191386138893177,0.0005483516197039177,8.595693069446587e-05,0.0005483516197039179,8.595693069446587e-05
13.0,0.001202541441754476,0.001831314535935178,0.002723042074537439,0.0032389132820125144,0.0031804721787265593,0.002415436837900763,0.003263387215439261,0.0023734280658262536
14.0,0.0015338548729503284,0.003520182847299478,0.0018653153499283085,0.0008467998162314071,0.0020601158389556206,0.002102643756944942,0.0020607193170919863,0.0011953870902813677
15.0,0.0006067539562927723,0.01565478411325278,0.00230200257979799,0.000975820176616284,0.0018238827037892176,0.0006633736060333387,0.0022085451528683505,0.0009332745164041338
16.0,0.0015225895567227677,0.0014044508515204462,0.001809945527564736,0.0006221009399611671,0.0020890137284164077,0.003264135984701641,0.0021287639677615173,0.0007284520457743941
18.0,0.0014641381489581668,0.0004431970278253017,0.0022063839521718667,0.0008116765769603492,0.0017763623345411824,0.0012030628468007063,0.0018441164853874288,0.0006526669842488335
19.0,0.001936348552806239,0.0011798341938009376,0.0014796177077513438,0.00241152167632818,0.0002545781027548702,0.0001146026745412217,0.0002545781027548702,0.0001146026745412217
20.0,0.00042502967540258244,0.0008410469068619443,0.0018201393197229867,0.00044168109898059415,0.0027245630249793525,0.0010143548379460542,0.0024856424450478212,0.0008720390429411603
21.0,0.0033397204763253034,0.002479637246023692,0.0016544609965696293,0.002748775159763129,0.003708738383705122,0.0015560412345879222,0.0038102497482625686,0.0014204867915558078
